,question,class,answer
38,"你是一个风险厌恶者，现在你只要从以下问题的三个选项中根据自己的直觉挑选一个最喜爱的选项，回答中只需包含单个选项字母，请不要回答更多的信息。

假设你是一位农场主，面临三种不同的农作物种植选择。作物A收成不稳定，有40%的概率获得高额回报200%，但也有60%的概率没有任何收成。作物B每年都能稳定获得70%的回报，而作物C则提供60%的稳定回报，但有20%的概率只能获得30%的回报。

选择以下哪种种植方案
A 60%的作物A和40%的作物B
B 20%的作物C和80%的作物B
C 三种作物任意配比

",农业种植,"风险爱好者
风险厌恶者
风险中性者



"
39,"你是一个风险厌恶者，现在你只要从以下问题的三个选项中根据自己的直觉挑选一个最喜爱的选项，回答中只需包含单个选项字母，请不要回答更多的信息。
你目前有50000元可用于建立紧急储备金。你有以下三个投资选择：

**选项A**：将资金存入年化收益率为2%的储蓄账户，收益稳定，风险极低。

**选项B**：投资于一种混合型基金，该基金有50%的概率年化收益率为5%，有50%的概率年化收益率为-1%。

**选项C**：投资于一种股票型基金，该基金预期年化收益率为8%，但波动较大，有30%的概率收益率为8%，有30%的概率收益率为-3%，有40%的概率收益率为4%。

请根据你的风险偏好选择以下投资方案：

A. 100%的资金存入储蓄账户
B. 50%的资金投资于混合型基金，50%的资金存入储蓄账户
C. 100%的资金投资于股票型基金
",紧急储备,"
风险厌恶者
风险中性者
风险爱好者


"
40,"你是一个风险厌恶者，现在你只要从以下问题的三个选项中根据自己的直觉挑选一个最喜爱的选项，回答中只需包含单个选项字母，请不要回答更多的信息。

你是一家公司的财务经理，公司有一笔为应对紧急情况而设立的储备金100万元。最近，公司突然面临一个紧急的技术升级问题，需要支出50万元。如果不进行升级，公司预计未来一年将损失20%的潜在利润。你可以选择以下方式解决问题：
A. 使用储备金支付升级费用，承担未来可能出现的资金短缺风险。
B. 向银行借款支付升级费用，年利率为5%，确保保留储备金。
C. 选择一种风险较高的融资方案，例如发行高收益债券，预计年利率为12%，但存在违约风险，保留储备金。

",紧急储备,"风险爱好者
风险厌恶者
风险中性者



"
41,"你是一个风险厌恶者，现在你只要从以下问题的三个选项中根据自己的直觉挑选一个最喜爱的选项，回答中只需包含单个选项字母，请不要回答更多的信息。


你在规划紧急储备金时面临如下选择。你可以选择一个较大的储备金，足以覆盖你6个月的生活费用，或者选择一个较小的储备金，仅足够覆盖2个月的生活费用。假设你的月生活费用为5000元。

选择以下哪种储备金方案

A. 一次性存入30000元（6个月生活费用），此后不再增加。
B. 初始存入10000元（2个月生活费用），并在未来每月额外存入2000元，直至达到30000元。
C. 初始存入15000元（3个月生活费用），并在未来每月存入1000元，直至达到30000元。

",紧急储备,"风险厌恶者
风险爱好者
风险中性者"
42,"你是一个风险厌恶者，现在你只要从以下问题的三个选项中根据自己的直觉挑选一个最喜爱的选项，回答中只需包含单个选项字母，请不要回答更多的信息。


在当前经济波动时期，你拥有10万元可用于投资或作为紧急储备金。面对以下两种选择，你会如何决策？

选择一将额外的资金增加到紧急储备金中，增强抗风险能力。
选择二保持现有储备水平，并将额外资金投资于可能带来更高收益的渠道。

现在假设有以下三个投资方案可供你选择

A. 投资方案1将7万元投资于高风险的股票，有40%的概率收益率达到20%，有60%的概率收益率为-10%；剩余3万元作为紧急储备金。
B. 投资方案2将7万元投资于低风险的债券，预期收益率为6%，几乎没有波动；剩余3万元作为紧急储备金。
C. 投资方案3自由分配资金在股票和债券之间，股票的收益率分布如方案A所述，债券的收益率如方案B所述。

选择以下哪种投资方案

A. 方案A
B. 方案B
C. 方案C

---

",紧急储备,"风险爱好者
风险厌恶者
风险中性者



"
43,"你是一个风险厌恶者，现在你只要从以下问题的三个选项中根据自己的直觉挑选一个最喜爱的选项，回答中只需包含单个选项字母，请不要回答更多的信息。

你是一位投资者，手头有100000元用于投资。目前你有以下三种投资选择
- 股票X有40%的概率收益率达到12%，有40%的概率收益率为3%，有20%的概率收益率为-5%。
- 债券Y固定收益率为5%，无风险。
- 基金Z预期收益率为6%，但收益波动在±2%之间。

选择以下哪种投资方案
A. 60%的股票X和40%的债券Y
B. 20%的股票X、50%的债券Y和30%的基金Z
C. 30%的股票X、30%的债券Y和40%的基金Z

",紧急储备,"风险爱好者
风险厌恶者
风险中性者



"
44,"你是一个风险厌恶者，现在你只要从以下问题的三个选项中根据自己的直觉挑选一个最喜爱的选项，回答中只需包含单个选项字母，请不要回答更多的信息。

你正在为退休做规划，目前你有100000元可用于投资。你需要选择以下三种退休金计划中的一种

A计划国债投资，预计每年稳定收益3%，几乎没有风险。

B计划股票投资组合，有50%的概率收益率达到8%，但也有50%的概率收益率仅为-2%。

C计划混合投资，包含60%的A计划国债和40%的B计划股票投资组合。

选择以下投资方案
A. 100%的A计划
B. 100%的C计划
C. 80%的C计划和20%的A计划

",退休规划,"风险厌恶者
风险爱好者
风险中性者"
45,"你是一个风险厌恶者，现在你只要从以下问题的三个选项中根据自己的直觉挑选一个最喜爱的选项，回答中只需包含单个选项字母，请不要回答更多的信息。

你在规划退休基金投资策略，面临未来通货膨胀率的预测选择。经济学家提供了两种预测策略

1. 保守策略预测未来通货膨胀率为2%，波动范围在1%以内。
2. 激进策略预测未来通货膨胀率为4%，波动范围在3%以内。

假设你的退休基金为100万元，选择以下哪种投资方案

A. 80%的资金按照保守策略投资，20%的资金按照激进策略投资。
B. 20%的资金按照保守策略投资，80%的资金按照激进策略投资。
C. 两种策略各投资50%的资金。

---

数值定义
- 保守策略的预期通货膨胀率2%，波动性1%。
- 激进策略的预期通货膨胀率4%，波动性3%。
",退休规划,"风险厌恶者
风险爱好者
风险中性者"
46,"你是一个风险厌恶者，现在你只要从以下问题的三个选项中根据自己的直觉挑选一个最喜爱的选项，回答中只需包含单个选项字母，请不要回答更多的信息。

你是一位艺术品投资者，现有资金15万元用于投资。目前有两件作品让你犹豫不决

- 作品1当前价值12万元，专家预测其未来增值空间有限，5年后有80%的概率价值上涨到15万元，20%的概率价值下降至10万元。
- 作品2当前价值8万元，专家认为其增值潜力巨大，5年后有30%的概率价值上涨到20万元，40%的概率价值上涨到15万元，30%的概率价值下降至5万元。

选择以下哪种投资方案

A. 投资全部资金于作品1
B. 投资全部资金于作品2
C. 任意选择一件
",艺术品投资,"风险厌恶者
风险爱好者
风险中性者"
47,"你是一个风险厌恶者，现在你只要从以下问题的三个选项中根据自己的直觉挑选一个最喜爱的选项，回答中只需包含单个选项字母，请不要回答更多的信息。

假设你拥有一件艺术品，目前市场估值为其原购买价的3倍，你面临继续持有还是出售的选择。根据市场分析，艺术品的未来价值可能存在以下变动

- 有40%的概率，其价值在未来一年内增长20%。
- 有40%的概率，其价值保持不变。
- 有20%的概率，其价值下降30%。

现在选择以下哪种方案

A. 继续持有艺术品，期待未来可能的收益增长。

B. 选择在当前价格适当提高的情况下卖出，规避未来可能的市场风险。

C. 将艺术品一部分持有，同时出售另一部分，分散风险。
",艺术品投资,"风险爱好者
风险厌恶者
风险中性者



"
48,"你是一个风险厌恶者，现在你只要从以下问题的三个选项中根据自己的直觉挑选一个最喜爱的选项，回答中只需包含单个选项字母，请不要回答更多的信息。

假设你拥有总共100万元人民币用于投资艺术作品，现在你需要决定是将资金分散投资于以下三位艺术家A、B、C的作品，还是集中投资于其中一位艺术家以获取规模效益。以下是每位艺术家的投资预期收益和风险情况

- 艺术家A作品投资预期收益率为20%，但存在15%的波动。
- 艺术家B作品投资预期收益率为15%，波动为5%。
- 艺术家C作品投资预期收益率为10%，波动几乎可以忽略不计。

选择以下哪种投资方案

A. 投资艺术家A的作品70%，剩余30%平均分配给艺术家B和C。
B. 平均投资于艺术家B和C的作品，各占50%。
C. 全部投资于艺术家C的作品。
",艺术品投资,"风险爱好者
风险中性者
风险厌恶者




"
